date,year,month,group_code,group_name,short_name,monthly_variation,source_table
2015-10-01,2015,10,3,Artigos de residência,Residência,0.39,1419
2015-10-01,2015,10,4,Vestuário,Vestuário,0.67,1419
2015-10-01,2015,10,5,Transportes,Transportes,1.72,1419
2015-10-01,2015,10,6,Saúde e cuidados pessoais,Saúde,0.55,1419
2015-10-01,2015,10,7,Despesas pessoais,Pessoais,0.57,1419
2015-10-01,2015,10,8,Educação,Educação,0.1,1419
2015-10-01,2015,10,9,Comunicação,Comunicação,0.39,1419
2015-11-01,2015,11,1,Alimentação e bebidas,Alimentação,1.83,1419
2015-11-01,2015,11,2,Habitação,Habitação,0.76,1419
2015-11-01,2015,11,3,Artigos de residência,Residência,0.31,1419
2015-11-01,2015,11,4,Vestuário,Vestuário,0.79,1419
2015-11-01,2015,11,5,Transportes,Transportes,1.08,1419
2015-11-01,2015,11,6,Saúde e cuidados pessoais,Saúde,0.64,1419
2015-11-01,2015,11,7,Despesas pessoais,Pessoais,0.52,1419
2015-11-01,2015,11,8,Educação,Educação,0.22,1419
2015-11-01,2015,11,9,Comunicação,Comunicação,1.03,1419
2015-12-01,2015,12,1,Alimentação e bebidas,Alimentação,1.5,1419
2015-12-01,2015,12,2,Habitação,Habitação,0.49,1419
2015-12-01,2015,12,3,Artigos de residência,Residência,0.46,1419
2015-12-01,2015,12,4,Vestuário,Vestuário,1.15,1419
2015-12-01,2015,12,5,Transportes,Transportes,1.36,1419
2015-12-01,2015,12,6,Saúde e cuidados pessoais,Saúde,0.7,1419
2015-12-01,2015,12,7,Despesas pessoais,Pessoais,0.57,1419
2015-12-01,2015,12,8,Educação,Educação,0.22,1419
2015-12-01,2015,12,9,Comunicação,Comunicação,0.43,1419
2016-01-01,2016,1,1,Alimentação e bebidas,Alimentação,2.28,1419
2016-01-01,2016,1,2,Habitação,Habitação,0.81,1419
2016-01-01,2016,1,3,Artigos de residência,Residência,0.45,1419
2016-01-01,2016,1,4,Vestuário,Vestuário,-0.24,1419
2016-01-01,2016,1,5,Transportes,Transportes,1.77,1419
2016-01-01,2016,1,6,Saúde e cuidados pessoais,Saúde,0.81,1419
2016-01-01,2016,1,7,Despesas pessoais,Pessoais,1.19,1419
2016-01-01,2016,1,8,Educação,Educação,0.31,1419
2016-01-01,2016,1,9,Comunicação,Comunicação,0.22,1419
2016-02-01,2016,2,1,Alimentação e bebidas,Alimentação,1.06,1419
2016-02-01,2016,2,2,Habitação,Habitação,-0.15,1419
2016-02-01,2016,2,3,Artigos de residência,Residência,1.01,1419
2016-02-01,2016,2,4,Vestuário,Vestuário,0.24,1419
2016-02-01,2016,2,5,Transportes,Transportes,0.62,1419
2016-02-01,2016,2,6,Saúde e cuidados pessoais,Saúde,0.94,1419
2016-02-01,2016,2,7,Despesas pessoais,Pessoais,0.77,1419
2016-02-01,2016,2,8,Educação,Educação,5.9,1419
2016-02-01,2016,2,9,Comunicação,Comunicação,0.66,1419
2016-03-01,2016,3,1,Alimentação e bebidas,Alimentação,1.24,1419
2016-03-01,2016,3,2,Habitação,Habitação,-0.64,1419
2016-03-01,2016,3,3,Artigos de residência,Residência,0.7,1419
2016-03-01,2016,3,4,Vestuário,Vestuário,0.69,1419
2016-03-01,2016,3,5,Transportes,Transportes,0.16,1419
2016-03-01,2016,3,6,Saúde e cuidados pessoais,Saúde,0.78,1419
2016-03-01,2016,3,7,Despesas pessoais,Pessoais,0.6,1419
2016-03-01,2016,3,8,Educação,Educação,0.63,1419
2016-03-01,2016,3,9,Comunicação,Comunicação,-1.65,1419
2016-04-01,2016,4,1,Alimentação e bebidas,Alimentação,1.09,1419
2016-04-01,2016,4,2,Habitação,Habitação,-0.38,1419
2016-04-01,2016,4,3,Artigos de residência,Residência,0.26,1419
2016-04-01,2016,4,4,Vestuário,Vestuário,0.4,1419
2016-04-01,2016,4,5,Transportes,Transportes,0.03,1419
2016-04-01,2016,4,6,Saúde e cuidados pessoais,Saúde,2.33,1419
2016-04-01,2016,4,7,Despesas pessoais,Pessoais,0.23,1419
2016-04-01,2016,4,8,Educação,Educação,0.2,1419
2016-04-01,2016,4,9,Comunicação,Comunicação,1.47,1419
2016-05-01,2016,5,1,Alimentação e bebidas,Alimentação,0.78,1419
2016-05-01,2016,5,2,Habitação,Habitação,1.79,1419
2016-05-01,2016,5,3,Artigos de residência,Residência,0.63,1419
2016-05-01,2016,5,4,Vestuário,Vestuário,0.91,1419
2016-05-01,2016,5,5,Transportes,Transportes,-0.58,1419
2016-05-01,2016,5,6,Saúde e cuidados pessoais,Saúde,1.62,1419
2016-05-01,2016,5,7,Despesas pessoais,Pessoais,1.35,1419
2016-05-01,2016,5,8,Educação,Educação,0.16,1419
2016-05-01,2016,5,9,Comunicação,Comunicação,0.01,1419
2016-06-01,2016,6,1,Alimentação e bebidas,Alimentação,0.71,1419
2016-06-01,2016,6,2,Habitação,Habitação,0.63,1419
2016-06-01,2016,6,3,Artigos de residência,Residência,0.26,1419
2016-06-01,2016,6,4,Vestuário,Vestuário,0.32,1419
2016-06-01,2016,6,5,Transportes,Transportes,-0.53,1419
2016-06-01,2016,6,6,Saúde e cuidados pessoais,Saúde,0.83,1419
2016-06-01,2016,6,7,Despesas pessoais,Pessoais,0.35,1419
2016-06-01,2016,6,8,Educação,Educação,0.11,1419
2016-06-01,2016,6,9,Comunicação,Comunicação,0.04,1419
2016-07-01,2016,7,1,Alimentação e bebidas,Alimentação,1.32,1419
2016-07-01,2016,7,2,Habitação,Habitação,-0.29,1419
2016-07-01,2016,7,3,Artigos de residência,Residência,0.53,1419
2016-07-01,2016,7,4,Vestuário,Vestuário,-0.38,1419
2016-07-01,2016,7,5,Transportes,Transportes,0.4,1419
2016-07-01,2016,7,6,Saúde e cuidados pessoais,Saúde,0.61,1419
2016-07-01,2016,7,7,Despesas pessoais,Pessoais,0.7,1419
2016-07-01,2016,7,8,Educação,Educação,0.04,1419
2016-07-01,2016,7,9,Comunicação,Comunicação,0.02,1419
2016-08-01,2016,8,1,Alimentação e bebidas,Alimentação,0.3,1419
2016-08-01,2016,8,2,Habitação,Habitação,0.3,1419
2016-08-01,2016,8,3,Artigos de residência,Residência,0.36,1419
2016-08-01,2016,8,4,Vestuário,Vestuário,0.15,1419
2016-08-01,2016,8,5,Transportes,Transportes,0.27,1419
2016-08-01,2016,8,6,Saúde e cuidados pessoais,Saúde,0.8,1419
2016-08-01,2016,8,7,Despesas pessoais,Pessoais,0.96,1419
2016-08-01,2016,8,8,Educação,Educação,0.99,1419
2016-08-01,2016,8,9,Comunicação,Comunicação,-0.02,1419
2016-09-01,2016,9,1,Alimentação e bebidas,Alimentação,-0.29,1419
2016-09-01,2016,9,2,Habitação,Habitação,0.63,1419
2016-09-01,2016,9,3,Artigos de residência,Residência,-0.23,1419
2016-09-01,2016,9,4,Vestuário,Vestuário,0.43,1419
2016-09-01,2016,9,5,Transportes,Transportes,-0.1,1419
2016-09-01,2016,9,6,Saúde e cuidados pessoais,Saúde,0.33,1419
2016-09-01,2016,9,7,Despesas pessoais,Pessoais,0.1,1419
2016-09-01,2016,9,8,Educação,Educação,0.18,1419
2016-09-01,2016,9,9,Comunicação,Comunicação,0.18,1419
2016-10-01,2016,10,1,Alimentação e bebidas,Alimentação,-0.05,1419
2016-10-01,2016,10,2,Habitação,Habitação,0.42,1419
2016-10-01,2016,10,3,Artigos de residência,Residência,-0.13,1419
2016-10-01,2016,10,4,Vestuário,Vestuário,0.45,1419
2016-10-01,2016,10,5,Transportes,Transportes,0.75,1419
2016-10-01,2016,10,6,Saúde e cuidados pessoais,Saúde,0.43,1419
2016-10-01,2016,10,7,Despesas pessoais,Pessoais,0.01,1419
2016-10-01,2016,10,8,Educação,Educação,0.02,1419
2016-10-01,2016,10,9,Comunicação,Comunicação,0.07,1419
2016-11-01,2016,11,1,Alimentação e bebidas,Alimentação,-0.2,1419
2016-11-01,2016,11,2,Habitação,Habitação,0.3,1419
2016-11-01,2016,11,3,Artigos de residência,Residência,-0.16,1419
2016-11-01,2016,11,4,Vestuário,Vestuário,0.2,1419
2016-11-01,2016,11,5,Transportes,Transportes,0.28,1419
2016-11-01,2016,11,6,Saúde e cuidados pessoais,Saúde,0.57,1419
2016-11-01,2016,11,7,Despesas pessoais,Pessoais,0.47,1419
2016-11-01,2016,11,8,Educação,Educação,0.06,1419
2016-11-01,2016,11,9,Comunicação,Comunicação,0.27,1419
2016-12-01,2016,12,1,Alimentação e bebidas,Alimentação,0.08,1419
2016-12-01,2016,12,2,Habitação,Habitação,-0.59,1419
2016-12-01,2016,12,3,Artigos de residência,Residência,-0.31,1419
2016-12-01,2016,12,4,Vestuário,Vestuário,0.32,1419
2016-12-01,2016,12,5,Transportes,Transportes,1.11,1419
2016-12-01,2016,12,6,Saúde e cuidados pessoais,Saúde,0.49,1419
2016-12-01,2016,12,7,Despesas pessoais,Pessoais,1.01,1419
2016-12-01,2016,12,8,Educação,Educação,0.07,1419
2016-12-01,2016,12,9,Comunicação,Comunicação,0.02,1419
2017-01-01,2017,1,1,Alimentação e bebidas,Alimentação,0.35,1419
2017-01-01,2017,1,2,Habitação,Habitação,0.17,1419
2017-01-01,2017,1,3,Artigos de residência,Residência,-0.1,1419
2017-01-01,2017,1,4,Vestuário,Vestuário,-0.36,1419
2017-01-01,2017,1,5,Transportes,Transportes,0.77,1419
2017-01-01,2017,1,6,Saúde e cuidados pessoais,Saúde,0.55,1419
2017-01-01,2017,1,7,Despesas pessoais,Pessoais,0.45,1419
2017-01-01,2017,1,8,Educação,Educação,0.29,1419
2017-01-01,2017,1,9,Comunicação,Comunicação,0.63,1419
2017-02-01,2017,2,1,Alimentação e bebidas,Alimentação,-0.45,1419
2017-02-01,2017,2,2,Habitação,Habitação,0.24,1419
2017-02-01,2017,2,3,Artigos de residência,Residência,0.18,1419
2017-02-01,2017,2,4,Vestuário,Vestuário,-0.13,1419
2017-02-01,2017,2,5,Transportes,Transportes,0.24,1419
2017-02-01,2017,2,6,Saúde e cuidados pessoais,Saúde,0.65,1419
2017-02-01,2017,2,7,Despesas pessoais,Pessoais,0.31,1419
2017-02-01,2017,2,8,Educação,Educação,5.04,1419
2017-02-01,2017,2,9,Comunicação,Comunicação,0.66,1419
2017-03-01,2017,3,1,Alimentação e bebidas,Alimentação,0.34,1419
2017-03-01,2017,3,2,Habitação,Habitação,1.18,1419
2017-03-01,2017,3,3,Artigos de residência,Residência,-0.29,1419
2017-03-01,2017,3,4,Vestuário,Vestuário,-0.12,1419
2017-03-01,2017,3,5,Transportes,Transportes,-0.86,1419
2017-03-01,2017,3,6,Saúde e cuidados pessoais,Saúde,0.69,1419
2017-03-01,2017,3,7,Despesas pessoais,Pessoais,0.52,1419
2017-03-01,2017,3,8,Educação,Educação,0.95,1419
2017-03-01,2017,3,9,Comunicação,Comunicação,-0.63,1419
2017-04-01,2017,4,1,Alimentação e bebidas,Alimentação,0.58,1419
2017-04-01,2017,4,2,Habitação,Habitação,-1.09,1419
2017-04-01,2017,4,3,Artigos de residência,Residência,-0.28,1419
2017-04-01,2017,4,4,Vestuário,Vestuário,0.48,1419
2017-04-01,2017,4,5,Transportes,Transportes,-0.06,1419
2017-04-01,2017,4,6,Saúde e cuidados pessoais,Saúde,1,1419
2017-04-01,2017,4,7,Despesas pessoais,Pessoais,0.09,1419
2017-04-01,2017,4,8,Educação,Educação,0.03,1419
2017-04-01,2017,4,9,Comunicação,Comunicação,0.55,1419
2017-05-01,2017,5,1,Alimentação e bebidas,Alimentação,-0.35,1419
2017-05-01,2017,5,2,Habitação,Habitação,2.14,1419
2017-05-01,2017,5,3,Artigos de residência,Residência,-0.23,1419
2017-05-01,2017,5,4,Vestuário,Vestuário,0.98,1419
2017-05-01,2017,5,5,Transportes,Transportes,-0.42,1419
2017-05-01,2017,5,6,Saúde e cuidados pessoais,Saúde,0.62,1419
2017-05-01,2017,5,7,Despesas pessoais,Pessoais,0.23,1419
2017-05-01,2017,5,8,Educação,Educação,0.08,1419
2017-05-01,2017,5,9,Comunicação,Comunicação,0.09,1419
2017-06-01,2017,6,1,Alimentação e bebidas,Alimentação,-0.5,1419
2017-06-01,2017,6,2,Habitação,Habitação,-0.77,1419
2017-06-01,2017,6,3,Artigos de residência,Residência,-0.07,1419
2017-06-01,2017,6,4,Vestuário,Vestuário,0.21,1419
2017-06-01,2017,6,5,Transportes,Transportes,-0.52,1419
2017-06-01,2017,6,6,Saúde e cuidados pessoais,Saúde,0.46,1419
2017-06-01,2017,6,7,Despesas pessoais,Pessoais,0.33,1419
2017-06-01,2017,6,8,Educação,Educação,0.08,1419
2017-06-01,2017,6,9,Comunicação,Comunicação,0.09,1419
2017-07-01,2017,7,1,Alimentação e bebidas,Alimentação,-0.47,1419
2017-07-01,2017,7,2,Habitação,Habitação,1.64,1419
2017-07-01,2017,7,3,Artigos de residência,Residência,-0.23,1419
2017-07-01,2017,7,4,Vestuário,Vestuário,-0.42,1419
2017-07-01,2017,7,5,Transportes,Transportes,0.34,1419
2017-07-01,2017,7,6,Saúde e cuidados pessoais,Saúde,0.37,1419
2017-07-01,2017,7,7,Despesas pessoais,Pessoais,0.36,1419
2017-07-01,2017,7,8,Educação,Educação,-0.02,1419
2017-07-01,2017,7,9,Comunicação,Comunicação,-0.02,1419
2017-08-01,2017,8,1,Alimentação e bebidas,Alimentação,-1.07,1419
2017-08-01,2017,8,2,Habitação,Habitação,0.57,1419
2017-08-01,2017,8,3,Artigos de residência,Residência,0.2,1419
2017-08-01,2017,8,4,Vestuário,Vestuário,0.29,1419
2017-08-01,2017,8,5,Transportes,Transportes,1.53,1419
2017-08-01,2017,8,6,Saúde e cuidados pessoais,Saúde,0.41,1419
2017-08-01,2017,8,7,Despesas pessoais,Pessoais,0.29,1419
2017-08-01,2017,8,8,Educação,Educação,0.24,1419
2017-08-01,2017,8,9,Comunicação,Comunicação,-0.56,1419
2017-09-01,2017,9,1,Alimentação e bebidas,Alimentação,-0.41,1419
2017-09-01,2017,9,2,Habitação,Habitação,-0.12,1419
2017-09-01,2017,9,3,Artigos de residência,Residência,0.13,1419
2017-09-01,2017,9,4,Vestuário,Vestuário,0.28,1419
2017-09-01,2017,9,5,Transportes,Transportes,0.79,1419
2017-09-01,2017,9,6,Saúde e cuidados pessoais,Saúde,0.32,1419
2017-09-01,2017,9,7,Despesas pessoais,Pessoais,0.56,1419
2017-09-01,2017,9,8,Educação,Educação,0.04,1419
2017-09-01,2017,9,9,Comunicação,Comunicação,0.5,1419
2017-10-01,2017,10,1,Alimentação e bebidas,Alimentação,-0.05,1419
2017-10-01,2017,10,2,Habitação,Habitação,1.33,1419
2017-10-01,2017,10,3,Artigos de residência,Residência,-0.39,1419
2017-10-01,2017,10,4,Vestuário,Vestuário,0.71,1419
2017-10-01,2017,10,5,Transportes,Transportes,0.49,1419
2017-10-01,2017,10,6,Saúde e cuidados pessoais,Saúde,0.52,1419
2017-10-01,2017,10,7,Despesas pessoais,Pessoais,0.32,1419
2017-10-01,2017,10,8,Educação,Educação,0.06,1419
2017-10-01,2017,10,9,Comunicação,Comunicação,0.4,1419
2017-11-01,2017,11,1,Alimentação e bebidas,Alimentação,-0.38,1419
2017-11-01,2017,11,2,Habitação,Habitação,1.27,1419
2017-11-01,2017,11,3,Artigos de residência,Residência,-0.45,1419
2017-11-01,2017,11,4,Vestuário,Vestuário,0.1,1419
2017-11-01,2017,11,5,Transportes,Transportes,0.52,1419
2017-11-01,2017,11,6,Saúde e cuidados pessoais,Saúde,0.34,1419
2017-11-01,2017,11,7,Despesas pessoais,Pessoais,0.42,1419
2017-11-01,2017,11,8,Educação,Educação,0.03,1419
2017-11-01,2017,11,9,Comunicação,Comunicação,0.15,1419
2017-12-01,2017,12,1,Alimentação e bebidas,Alimentação,0.54,1419
2017-12-01,2017,12,2,Habitação,Habitação,-0.4,1419
2017-12-01,2017,12,3,Artigos de residência,Residência,0.03,1419
2017-12-01,2017,12,4,Vestuário,Vestuário,0.84,1419
2017-12-01,2017,12,5,Transportes,Transportes,1.23,1419
2017-12-01,2017,12,6,Saúde e cuidados pessoais,Saúde,0.4,1419
2017-12-01,2017,12,7,Despesas pessoais,Pessoais,0.42,1419
2017-12-01,2017,12,8,Educação,Educação,0.15,1419
2017-12-01,2017,12,9,Comunicação,Comunicação,-0.11,1419
2018-01-01,2018,1,1,Alimentação e bebidas,Alimentação,0.74,1419
2018-01-01,2018,1,2,Habitação,Habitação,-0.85,1419
2018-01-01,2018,1,3,Artigos de residência,Residência,0.14,1419
2018-01-01,2018,1,4,Vestuário,Vestuário,-0.98,1419
2018-01-01,2018,1,5,Transportes,Transportes,1.1,1419
2018-01-01,2018,1,6,Saúde e cuidados pessoais,Saúde,0.42,1419
2018-01-01,2018,1,7,Despesas pessoais,Pessoais,0.22,1419
2018-01-01,2018,1,8,Educação,Educação,0.22,1419
2018-01-01,2018,1,9,Comunicação,Comunicação,0.11,1419
2018-02-01,2018,2,1,Alimentação e bebidas,Alimentação,-0.33,1419
2018-02-01,2018,2,2,Habitação,Habitação,0.22,1419
2018-02-01,2018,2,3,Artigos de residência,Residência,0.03,1419
2018-02-01,2018,2,4,Vestuário,Vestuário,-0.38,1419
2018-02-01,2018,2,5,Transportes,Transportes,0.74,1419
2018-02-01,2018,2,6,Saúde e cuidados pessoais,Saúde,0.38,1419
2018-02-01,2018,2,7,Despesas pessoais,Pessoais,0.17,1419
2018-02-01,2018,2,8,Educação,Educação,3.89,1419
2018-02-01,2018,2,9,Comunicação,Comunicação,0.05,1419
2018-03-01,2018,3,1,Alimentação e bebidas,Alimentação,0.07,1419
2018-03-01,2018,3,2,Habitação,Habitação,0.19,1419
2018-03-01,2018,3,3,Artigos de residência,Residência,0.08,1419
2018-03-01,2018,3,4,Vestuário,Vestuário,0.33,1419
2018-03-01,2018,3,5,Transportes,Transportes,-0.25,1419
2018-03-01,2018,3,6,Saúde e cuidados pessoais,Saúde,0.48,1419
2018-03-01,2018,3,7,Despesas pessoais,Pessoais,0.05,1419
2018-03-01,2018,3,8,Educação,Educação,0.28,1419
2018-03-01,2018,3,9,Comunicação,Comunicação,-0.33,1419
2018-04-01,2018,4,1,Alimentação e bebidas,Alimentação,0.09,1419
2018-04-01,2018,4,2,Habitação,Habitação,0.17,1419
2018-04-01,2018,4,3,Artigos de residência,Residência,0.22,1419
2018-04-01,2018,4,4,Vestuário,Vestuário,0.62,1419
2018-04-01,2018,4,5,Transportes,Transportes,0,1419
2018-04-01,2018,4,6,Saúde e cuidados pessoais,Saúde,0.91,1419
2018-04-01,2018,4,7,Despesas pessoais,Pessoais,0.12,1419
2018-04-01,2018,4,8,Educação,Educação,0.08,1419
2018-04-01,2018,4,9,Comunicação,Comunicação,-0.07,1419
2018-05-01,2018,5,1,Alimentação e bebidas,Alimentação,0.32,1419
2018-05-01,2018,5,2,Habitação,Habitação,0.83,1419
2018-05-01,2018,5,3,Artigos de residência,Residência,-0.06,1419
2018-05-01,2018,5,4,Vestuário,Vestuário,0.58,1419
2018-05-01,2018,5,5,Transportes,Transportes,0.4,1419
2018-05-01,2018,5,6,Saúde e cuidados pessoais,Saúde,0.57,1419
2018-05-01,2018,5,7,Despesas pessoais,Pessoais,0.11,1419
2018-05-01,2018,5,8,Educação,Educação,0.06,1419
2018-05-01,2018,5,9,Comunicação,Comunicação,0.16,1419
2018-06-01,2018,6,1,Alimentação e bebidas,Alimentação,2.03,1419
2018-06-01,2018,6,2,Habitação,Habitação,2.48,1419
2018-06-01,2018,6,3,Artigos de residência,Residência,0.34,1419
2018-06-01,2018,6,4,Vestuário,Vestuário,-0.16,1419
2018-06-01,2018,6,5,Transportes,Transportes,1.58,1419
2018-06-01,2018,6,6,Saúde e cuidados pessoais,Saúde,0.37,1419
2018-06-01,2018,6,7,Despesas pessoais,Pessoais,0.33,1419
2018-06-01,2018,6,8,Educação,Educação,0.02,1419
2018-06-01,2018,6,9,Comunicação,Comunicação,0,1419
2018-07-01,2018,7,1,Alimentação e bebidas,Alimentação,-0.12,1419
2018-07-01,2018,7,2,Habitação,Habitação,1.54,1419
2018-07-01,2018,7,3,Artigos de residência,Residência,0.47,1419
2018-07-01,2018,7,4,Vestuário,Vestuário,-0.6,1419
2018-07-01,2018,7,5,Transportes,Transportes,0.49,1419
2018-07-01,2018,7,6,Saúde e cuidados pessoais,Saúde,0.07,1419
2018-07-01,2018,7,7,Despesas pessoais,Pessoais,0.31,1419
2018-07-01,2018,7,8,Educação,Educação,-0.08,1419
2018-07-01,2018,7,9,Comunicação,Comunicação,0.08,1419
2018-08-01,2018,8,1,Alimentação e bebidas,Alimentação,-0.34,1419
2018-08-01,2018,8,2,Habitação,Habitação,0.44,1419
2018-08-01,2018,8,3,Artigos de residência,Residência,0.56,1419
2018-08-01,2018,8,4,Vestuário,Vestuário,0.19,1419
2018-08-01,2018,8,5,Transportes,Transportes,-1.22,1419
2018-08-01,2018,8,6,Saúde e cuidados pessoais,Saúde,0.53,1419
2018-08-01,2018,8,7,Despesas pessoais,Pessoais,0.36,1419
2018-08-01,2018,8,8,Educação,Educação,0.25,1419
2018-08-01,2018,8,9,Comunicação,Comunicação,0.03,1419
2018-09-01,2018,9,1,Alimentação e bebidas,Alimentação,0.1,1419
2018-09-01,2018,9,2,Habitação,Habitação,0.37,1419
2018-09-01,2018,9,3,Artigos de residência,Residência,0.11,1419
2018-09-01,2018,9,4,Vestuário,Vestuário,-0.02,1419
2018-09-01,2018,9,5,Transportes,Transportes,1.69,1419
2018-09-01,2018,9,6,Saúde e cuidados pessoais,Saúde,0.28,1419
2018-09-01,2018,9,7,Despesas pessoais,Pessoais,0.38,1419
2018-09-01,2018,9,8,Educação,Educação,0.24,1419
2018-09-01,2018,9,9,Comunicação,Comunicação,-0.07,1419
2018-10-01,2018,10,1,Alimentação e bebidas,Alimentação,0.59,1419
2018-10-01,2018,10,2,Habitação,Habitação,0.14,1419
2018-10-01,2018,10,3,Artigos de residência,Residência,0.76,1419
2018-10-01,2018,10,4,Vestuário,Vestuário,0.33,1419
2018-10-01,2018,10,5,Transportes,Transportes,0.92,1419
2018-10-01,2018,10,6,Saúde e cuidados pessoais,Saúde,0.27,1419
2018-10-01,2018,10,7,Despesas pessoais,Pessoais,0.25,1419
2018-10-01,2018,10,8,Educação,Educação,0.04,1419
2018-10-01,2018,10,9,Comunicação,Comunicação,0.02,1419
2018-11-01,2018,11,1,Alimentação e bebidas,Alimentação,0.39,1419
2018-11-01,2018,11,2,Habitação,Habitação,-0.71,1419
2018-11-01,2018,11,3,Artigos de residência,Residência,0.48,1419
2018-11-01,2018,11,4,Vestuário,Vestuário,-0.43,1419
2018-11-01,2018,11,5,Transportes,Transportes,-0.74,1419
2018-11-01,2018,11,6,Saúde e cuidados pessoais,Saúde,-0.71,1419
2018-11-01,2018,11,7,Despesas pessoais,Pessoais,0.36,1419
2018-11-01,2018,11,8,Educação,Educação,0.04,1419
2018-11-01,2018,11,9,Comunicação,Comunicação,-0.07,1419
2018-12-01,2018,12,1,Alimentação e bebidas,Alimentação,0.44,1419
2018-12-01,2018,12,2,Habitação,Habitação,-0.15,1419
2018-12-01,2018,12,3,Artigos de residência,Residência,0.57,1419
2018-12-01,2018,12,4,Vestuário,Vestuário,1.14,1419
2018-12-01,2018,12,5,Transportes,Transportes,-0.54,1419
2018-12-01,2018,12,6,Saúde e cuidados pessoais,Saúde,0.32,1419
2018-12-01,2018,12,7,Despesas pessoais,Pessoais,0.29,1419
2018-12-01,2018,12,8,Educação,Educação,0.21,1419
2018-12-01,2018,12,9,Comunicação,Comunicação,0.01,1419
2019-01-01,2019,1,1,Alimentação e bebidas,Alimentação,0.9,1419
2019-01-01,2019,1,2,Habitação,Habitação,0.24,1419
2019-01-01,2019,1,3,Artigos de residência,Residência,0.32,1419
2019-01-01,2019,1,4,Vestuário,Vestuário,-1.15,1419
2019-01-01,2019,1,5,Transportes,Transportes,0.02,1419
2019-01-01,2019,1,6,Saúde e cuidados pessoais,Saúde,0.26,1419
2019-01-01,2019,1,7,Despesas pessoais,Pessoais,0.61,1419
2019-01-01,2019,1,8,Educação,Educação,0.12,1419
2019-01-01,2019,1,9,Comunicação,Comunicação,0.04,1419
2019-02-01,2019,2,1,Alimentação e bebidas,Alimentação,0.78,1419
2019-02-01,2019,2,2,Habitação,Habitação,0.38,1419
2019-02-01,2019,2,3,Artigos de residência,Residência,0.2,1419
2019-02-01,2019,2,4,Vestuário,Vestuário,-0.33,1419
2019-02-01,2019,2,5,Transportes,Transportes,-0.34,1419
2019-02-01,2019,2,6,Saúde e cuidados pessoais,Saúde,0.49,1419
2019-02-01,2019,2,7,Despesas pessoais,Pessoais,0.18,1419
2019-02-01,2019,2,8,Educação,Educação,3.53,1419
2019-02-01,2019,2,9,Comunicação,Comunicação,0,1419
2019-03-01,2019,3,1,Alimentação e bebidas,Alimentação,1.37,1419
2019-03-01,2019,3,2,Habitação,Habitação,0.25,1419
2019-03-01,2019,3,3,Artigos de residência,Residência,0.27,1419
2019-03-01,2019,3,4,Vestuário,Vestuário,0.45,1419
2019-03-01,2019,3,5,Transportes,Transportes,1.44,1419
2019-03-01,2019,3,6,Saúde e cuidados pessoais,Saúde,0.42,1419
2019-03-01,2019,3,7,Despesas pessoais,Pessoais,0.16,1419
2019-03-01,2019,3,8,Educação,Educação,0.32,1419
2019-03-01,2019,3,9,Comunicação,Comunicação,-0.22,1419
2019-04-01,2019,4,1,Alimentação e bebidas,Alimentação,0.63,1419
2019-04-01,2019,4,2,Habitação,Habitação,0.24,1419
2019-04-01,2019,4,3,Artigos de residência,Residência,-0.24,1419
2019-04-01,2019,4,4,Vestuário,Vestuário,0.18,1419
2019-04-01,2019,4,5,Transportes,Transportes,0.94,1419
2019-04-01,2019,4,6,Saúde e cuidados pessoais,Saúde,1.51,1419
2019-04-01,2019,4,7,Despesas pessoais,Pessoais,0.17,1419
2019-04-01,2019,4,8,Educação,Educação,0.09,1419
2019-04-01,2019,4,9,Comunicação,Comunicação,0.03,1419
2019-05-01,2019,5,1,Alimentação e bebidas,Alimentação,-0.56,1419
2019-05-01,2019,5,2,Habitação,Habitação,0.98,1419
2019-05-01,2019,5,3,Artigos de residência,Residência,-0.1,1419
2019-05-01,2019,5,4,Vestuário,Vestuário,0.34,1419
2019-05-01,2019,5,5,Transportes,Transportes,0.07,1419
2019-05-01,2019,5,6,Saúde e cuidados pessoais,Saúde,0.59,1419
2019-05-01,2019,5,7,Despesas pessoais,Pessoais,0.16,1419
2019-05-01,2019,5,8,Educação,Educação,-0.04,1419
2019-05-01,2019,5,9,Comunicação,Comunicação,-0.03,1419
2019-06-01,2019,6,1,Alimentação e bebidas,Alimentação,-0.25,1419
2019-06-01,2019,6,2,Habitação,Habitação,0.07,1419
2019-06-01,2019,6,3,Artigos de residência,Residência,0.02,1419
2019-06-01,2019,6,4,Vestuário,Vestuário,0.3,1419
2019-06-01,2019,6,5,Transportes,Transportes,-0.31,1419
2019-06-01,2019,6,6,Saúde e cuidados pessoais,Saúde,0.64,1419
2019-06-01,2019,6,7,Despesas pessoais,Pessoais,0.15,1419
2019-06-01,2019,6,8,Educação,Educação,0.14,1419
2019-06-01,2019,6,9,Comunicação,Comunicação,-0.02,1419
2019-07-01,2019,7,1,Alimentação e bebidas,Alimentação,0.01,1419
2019-07-01,2019,7,2,Habitação,Habitação,1.2,1419
2019-07-01,2019,7,3,Artigos de residência,Residência,0.29,1419
2019-07-01,2019,7,4,Vestuário,Vestuário,-0.52,1419
2019-07-01,2019,7,5,Transportes,Transportes,-0.17,1419
2019-07-01,2019,7,6,Saúde e cuidados pessoais,Saúde,-0.2,1419
2019-07-01,2019,7,7,Despesas pessoais,Pessoais,0.44,1419
2019-07-01,2019,7,8,Educação,Educação,0.04,1419
