date,year,month,group_code,group_name,short_name,monthly_variation,source_table
2019-07-01,2019,7,9,Comunicação,Comunicação,0.57,1419
2019-08-01,2019,8,1,Alimentação e bebidas,Alimentação,-0.35,1419
2019-08-01,2019,8,2,Habitação,Habitação,1.19,1419
2019-08-01,2019,8,3,Artigos de residência,Residência,0.56,1419
2019-08-01,2019,8,4,Vestuário,Vestuário,0.23,1419
2019-08-01,2019,8,5,Transportes,Transportes,-0.39,1419
2019-08-01,2019,8,6,Saúde e cuidados pessoais,Saúde,-0.03,1419
2019-08-01,2019,8,7,Despesas pessoais,Pessoais,0.31,1419
2019-08-01,2019,8,8,Educação,Educação,0.16,1419
2019-08-01,2019,8,9,Comunicação,Comunicação,0.09,1419
2019-09-01,2019,9,1,Alimentação e bebidas,Alimentação,-0.43,1419
2019-09-01,2019,9,2,Habitação,Habitação,0.02,1419
2019-09-01,2019,9,3,Artigos de residência,Residência,-0.76,1419
2019-09-01,2019,9,4,Vestuário,Vestuário,0.27,1419
2019-09-01,2019,9,5,Transportes,Transportes,0,1419
2019-09-01,2019,9,6,Saúde e cuidados pessoais,Saúde,0.58,1419
2019-09-01,2019,9,7,Despesas pessoais,Pessoais,0.04,1419
2019-09-01,2019,9,8,Educação,Educação,0.04,1419
2019-09-01,2019,9,9,Comunicação,Comunicação,-0.01,1419
2019-10-01,2019,10,1,Alimentação e bebidas,Alimentação,0.05,1419
2019-10-01,2019,10,2,Habitação,Habitação,-0.61,1419
2019-10-01,2019,10,3,Artigos de residência,Residência,-0.09,1419
2019-10-01,2019,10,4,Vestuário,Vestuário,0.63,1419
2019-10-01,2019,10,5,Transportes,Transportes,0.45,1419
2019-10-01,2019,10,6,Saúde e cuidados pessoais,Saúde,0.4,1419
2019-10-01,2019,10,7,Despesas pessoais,Pessoais,0.2,1419
2019-10-01,2019,10,8,Educação,Educação,0.03,1419
2019-10-01,2019,10,9,Comunicação,Comunicação,-0.01,1419
2019-11-01,2019,11,1,Alimentação e bebidas,Alimentação,0.72,1419
2019-11-01,2019,11,2,Habitação,Habitação,0.71,1419
2019-11-01,2019,11,3,Artigos de residência,Residência,-0.36,1419
2019-11-01,2019,11,4,Vestuário,Vestuário,0.35,1419
2019-11-01,2019,11,5,Transportes,Transportes,0.3,1419
2019-11-01,2019,11,6,Saúde e cuidados pessoais,Saúde,0.21,1419
2019-11-01,2019,11,7,Despesas pessoais,Pessoais,1.24,1419
2019-11-01,2019,11,8,Educação,Educação,0.08,1419
2019-11-01,2019,11,9,Comunicação,Comunicação,-0.02,1419
2019-12-01,2019,12,1,Alimentação e bebidas,Alimentação,3.38,1419
2019-12-01,2019,12,2,Habitação,Habitação,-0.82,1419
2019-12-01,2019,12,3,Artigos de residência,Residência,-0.48,1419
2019-12-01,2019,12,4,Vestuário,Vestuário,0,1419
2019-12-01,2019,12,5,Transportes,Transportes,1.54,1419
2019-12-01,2019,12,6,Saúde e cuidados pessoais,Saúde,0.42,1419
2019-12-01,2019,12,7,Despesas pessoais,Pessoais,0.92,1419
2019-12-01,2019,12,8,Educação,Educação,0.2,1419
2019-12-01,2019,12,9,Comunicação,Comunicação,0.66,1419
2020-01-01,2020,1,1,Alimentação e bebidas,Alimentação,0.39,7060
2020-01-01,2020,1,2,Habitação,Habitação,0.55,7060
2020-01-01,2020,1,3,Artigos de residência,Residência,-0.07,7060
2020-01-01,2020,1,4,Vestuário,Vestuário,-0.48,7060
2020-01-01,2020,1,5,Transportes,Transportes,0.32,7060
2020-01-01,2020,1,6,Saúde e cuidados pessoais,Saúde,-0.32,7060
2020-01-01,2020,1,7,Despesas pessoais,Pessoais,0.35,7060
2020-01-01,2020,1,8,Educação,Educação,0.16,7060
2020-01-01,2020,1,9,Comunicação,Comunicação,0.12,7060
2020-02-01,2020,2,1,Alimentação e bebidas,Alimentação,0.11,7060
2020-02-01,2020,2,2,Habitação,Habitação,-0.39,7060
2020-02-01,2020,2,3,Artigos de residência,Residência,-0.08,7060
2020-02-01,2020,2,4,Vestuário,Vestuário,-0.73,7060
2020-02-01,2020,2,5,Transportes,Transportes,-0.23,7060
2020-02-01,2020,2,6,Saúde e cuidados pessoais,Saúde,0.73,7060
2020-02-01,2020,2,7,Despesas pessoais,Pessoais,0.31,7060
2020-02-01,2020,2,8,Educação,Educação,3.7,7060
2020-02-01,2020,2,9,Comunicação,Comunicação,0.21,7060
2020-03-01,2020,3,1,Alimentação e bebidas,Alimentação,1.13,7060
2020-03-01,2020,3,2,Habitação,Habitação,0.13,7060
2020-03-01,2020,3,3,Artigos de residência,Residência,-1.08,7060
2020-03-01,2020,3,4,Vestuário,Vestuário,0.21,7060
2020-03-01,2020,3,5,Transportes,Transportes,-0.9,7060
2020-03-01,2020,3,6,Saúde e cuidados pessoais,Saúde,0.21,7060
2020-03-01,2020,3,7,Despesas pessoais,Pessoais,-0.23,7060
2020-03-01,2020,3,8,Educação,Educação,0.59,7060
2020-03-01,2020,3,9,Comunicação,Comunicação,0.04,7060
2020-04-01,2020,4,1,Alimentação e bebidas,Alimentação,1.79,7060
2020-04-01,2020,4,2,Habitação,Habitação,-0.1,7060
2020-04-01,2020,4,3,Artigos de residência,Residência,-1.37,7060
2020-04-01,2020,4,4,Vestuário,Vestuário,0.1,7060
2020-04-01,2020,4,5,Transportes,Transportes,-2.66,7060
2020-04-01,2020,4,6,Saúde e cuidados pessoais,Saúde,-0.22,7060
2020-04-01,2020,4,7,Despesas pessoais,Pessoais,-0.14,7060
2020-04-01,2020,4,8,Educação,Educação,0,7060
2020-04-01,2020,4,9,Comunicação,Comunicação,-0.2,7060
2020-05-01,2020,5,1,Alimentação e bebidas,Alimentação,0.24,7060
2020-05-01,2020,5,2,Habitação,Habitação,-0.25,7060
2020-05-01,2020,5,3,Artigos de residência,Residência,0.58,7060
2020-05-01,2020,5,4,Vestuário,Vestuário,-0.58,7060
2020-05-01,2020,5,5,Transportes,Transportes,-1.9,7060
2020-05-01,2020,5,6,Saúde e cuidados pessoais,Saúde,-0.1,7060
2020-05-01,2020,5,7,Despesas pessoais,Pessoais,-0.04,7060
2020-05-01,2020,5,8,Educação,Educação,0.02,7060
2020-05-01,2020,5,9,Comunicação,Comunicação,0.24,7060
2020-06-01,2020,6,1,Alimentação e bebidas,Alimentação,0.38,7060
2020-06-01,2020,6,2,Habitação,Habitação,0.04,7060
2020-06-01,2020,6,3,Artigos de residência,Residência,1.3,7060
2020-06-01,2020,6,4,Vestuário,Vestuário,-0.46,7060
2020-06-01,2020,6,5,Transportes,Transportes,0.31,7060
2020-06-01,2020,6,6,Saúde e cuidados pessoais,Saúde,0.35,7060
2020-06-01,2020,6,7,Despesas pessoais,Pessoais,-0.05,7060
2020-06-01,2020,6,8,Educação,Educação,0.05,7060
2020-06-01,2020,6,9,Comunicação,Comunicação,0.75,7060
2020-07-01,2020,7,1,Alimentação e bebidas,Alimentação,0.01,7060
2020-07-01,2020,7,2,Habitação,Habitação,0.8,7060
2020-07-01,2020,7,3,Artigos de residência,Residência,0.9,7060
2020-07-01,2020,7,4,Vestuário,Vestuário,-0.52,7060
2020-07-01,2020,7,5,Transportes,Transportes,0.78,7060
2020-07-01,2020,7,6,Saúde e cuidados pessoais,Saúde,0.44,7060
2020-07-01,2020,7,7,Despesas pessoais,Pessoais,-0.11,7060
2020-07-01,2020,7,8,Educação,Educação,-0.12,7060
2020-07-01,2020,7,9,Comunicação,Comunicação,0.51,7060
2020-08-01,2020,8,1,Alimentação e bebidas,Alimentação,0.78,7060
2020-08-01,2020,8,2,Habitação,Habitação,0.36,7060
2020-08-01,2020,8,3,Artigos de residência,Residência,0.56,7060
2020-08-01,2020,8,4,Vestuário,Vestuário,-0.78,7060
2020-08-01,2020,8,5,Transportes,Transportes,0.82,7060
2020-08-01,2020,8,6,Saúde e cuidados pessoais,Saúde,0.5,7060
2020-08-01,2020,8,7,Despesas pessoais,Pessoais,-0.01,7060
2020-08-01,2020,8,8,Educação,Educação,-3.47,7060
2020-08-01,2020,8,9,Comunicação,Comunicação,0.67,7060
2020-09-01,2020,9,1,Alimentação e bebidas,Alimentação,2.28,7060
2020-09-01,2020,9,2,Habitação,Habitação,0.37,7060
2020-09-01,2020,9,3,Artigos de residência,Residência,1,7060
2020-09-01,2020,9,4,Vestuário,Vestuário,0.37,7060
2020-09-01,2020,9,5,Transportes,Transportes,0.7,7060
2020-09-01,2020,9,6,Saúde e cuidados pessoais,Saúde,-0.64,7060
2020-09-01,2020,9,7,Despesas pessoais,Pessoais,0.09,7060
2020-09-01,2020,9,8,Educação,Educação,-0.09,7060
2020-09-01,2020,9,9,Comunicação,Comunicação,0.15,7060
2020-10-01,2020,10,1,Alimentação e bebidas,Alimentação,1.93,7060
2020-10-01,2020,10,2,Habitação,Habitação,0.36,7060
2020-10-01,2020,10,3,Artigos de residência,Residência,1.53,7060
2020-10-01,2020,10,4,Vestuário,Vestuário,1.11,7060
2020-10-01,2020,10,5,Transportes,Transportes,1.19,7060
2020-10-01,2020,10,6,Saúde e cuidados pessoais,Saúde,0.28,7060
2020-10-01,2020,10,7,Despesas pessoais,Pessoais,0.19,7060
2020-10-01,2020,10,8,Educação,Educação,-0.04,7060
2020-10-01,2020,10,9,Comunicação,Comunicação,0.21,7060
2020-11-01,2020,11,1,Alimentação e bebidas,Alimentação,2.54,7060
2020-11-01,2020,11,2,Habitação,Habitação,0.44,7060
2020-11-01,2020,11,3,Artigos de residência,Residência,0.86,7060
2020-11-01,2020,11,4,Vestuário,Vestuário,0.07,7060
2020-11-01,2020,11,5,Transportes,Transportes,1.33,7060
2020-11-01,2020,11,6,Saúde e cuidados pessoais,Saúde,-0.13,7060
2020-11-01,2020,11,7,Despesas pessoais,Pessoais,0.01,7060
2020-11-01,2020,11,8,Educação,Educação,-0.02,7060
2020-11-01,2020,11,9,Comunicação,Comunicação,0.29,7060
2020-12-01,2020,12,1,Alimentação e bebidas,Alimentação,1.74,7060
2020-12-01,2020,12,2,Habitação,Habitação,2.88,7060
2020-12-01,2020,12,3,Artigos de residência,Residência,1.76,7060
2020-12-01,2020,12,4,Vestuário,Vestuário,0.59,7060
2020-12-01,2020,12,5,Transportes,Transportes,1.36,7060
2020-12-01,2020,12,6,Saúde e cuidados pessoais,Saúde,0.4,7060
2020-12-01,2020,12,7,Despesas pessoais,Pessoais,0.65,7060
2020-12-01,2020,12,8,Educação,Educação,0.48,7060
2020-12-01,2020,12,9,Comunicação,Comunicação,0.39,7060
2021-01-01,2021,1,1,Alimentação e bebidas,Alimentação,1.02,7060
2021-01-01,2021,1,2,Habitação,Habitação,-1.07,7060
2021-01-01,2021,1,3,Artigos de residência,Residência,0.86,7060
2021-01-01,2021,1,4,Vestuário,Vestuário,-0.07,7060
2021-01-01,2021,1,5,Transportes,Transportes,0.41,7060
2021-01-01,2021,1,6,Saúde e cuidados pessoais,Saúde,0.32,7060
2021-01-01,2021,1,7,Despesas pessoais,Pessoais,0.39,7060
2021-01-01,2021,1,8,Educação,Educação,0.13,7060
2021-01-01,2021,1,9,Comunicação,Comunicação,0.02,7060
2021-02-01,2021,2,1,Alimentação e bebidas,Alimentação,0.27,7060
2021-02-01,2021,2,2,Habitação,Habitação,0.4,7060
2021-02-01,2021,2,3,Artigos de residência,Residência,0.66,7060
2021-02-01,2021,2,4,Vestuário,Vestuário,0.38,7060
2021-02-01,2021,2,5,Transportes,Transportes,2.28,7060
2021-02-01,2021,2,6,Saúde e cuidados pessoais,Saúde,0.62,7060
2021-02-01,2021,2,7,Despesas pessoais,Pessoais,0.17,7060
2021-02-01,2021,2,8,Educação,Educação,2.48,7060
2021-02-01,2021,2,9,Comunicação,Comunicação,-0.13,7060
2021-03-01,2021,3,1,Alimentação e bebidas,Alimentação,0.13,7060
2021-03-01,2021,3,2,Habitação,Habitação,0.81,7060
2021-03-01,2021,3,3,Artigos de residência,Residência,0.69,7060
2021-03-01,2021,3,4,Vestuário,Vestuário,0.29,7060
2021-03-01,2021,3,5,Transportes,Transportes,3.81,7060
2021-03-01,2021,3,6,Saúde e cuidados pessoais,Saúde,-0.02,7060
2021-03-01,2021,3,7,Despesas pessoais,Pessoais,0.04,7060
2021-03-01,2021,3,8,Educação,Educação,-0.52,7060
2021-03-01,2021,3,9,Comunicação,Comunicação,-0.07,7060
2021-04-01,2021,4,1,Alimentação e bebidas,Alimentação,0.4,7060
2021-04-01,2021,4,2,Habitação,Habitação,0.22,7060
2021-04-01,2021,4,3,Artigos de residência,Residência,0.57,7060
2021-04-01,2021,4,4,Vestuário,Vestuário,0.47,7060
2021-04-01,2021,4,5,Transportes,Transportes,-0.08,7060
2021-04-01,2021,4,6,Saúde e cuidados pessoais,Saúde,1.19,7060
2021-04-01,2021,4,7,Despesas pessoais,Pessoais,0.01,7060
2021-04-01,2021,4,8,Educação,Educação,0.04,7060
2021-04-01,2021,4,9,Comunicação,Comunicação,0.08,7060
2021-05-01,2021,5,1,Alimentação e bebidas,Alimentação,0.44,7060
2021-05-01,2021,5,2,Habitação,Habitação,1.78,7060
2021-05-01,2021,5,3,Artigos de residência,Residência,1.25,7060
2021-05-01,2021,5,4,Vestuário,Vestuário,0.92,7060
2021-05-01,2021,5,5,Transportes,Transportes,1.15,7060
2021-05-01,2021,5,6,Saúde e cuidados pessoais,Saúde,0.76,7060
2021-05-01,2021,5,7,Despesas pessoais,Pessoais,0.21,7060
2021-05-01,2021,5,8,Educação,Educação,0.06,7060
2021-05-01,2021,5,9,Comunicação,Comunicação,0.21,7060
2021-06-01,2021,6,1,Alimentação e bebidas,Alimentação,0.43,7060
2021-06-01,2021,6,2,Habitação,Habitação,1.1,7060
2021-06-01,2021,6,3,Artigos de residência,Residência,1.09,7060
2021-06-01,2021,6,4,Vestuário,Vestuário,1.21,7060
2021-06-01,2021,6,5,Transportes,Transportes,0.41,7060
2021-06-01,2021,6,6,Saúde e cuidados pessoais,Saúde,0.51,7060
2021-06-01,2021,6,7,Despesas pessoais,Pessoais,0.29,7060
2021-06-01,2021,6,8,Educação,Educação,0.05,7060
2021-06-01,2021,6,9,Comunicação,Comunicação,-0.12,7060
2021-07-01,2021,7,1,Alimentação e bebidas,Alimentação,0.6,7060
2021-07-01,2021,7,2,Habitação,Habitação,3.1,7060
2021-07-01,2021,7,3,Artigos de residência,Residência,0.78,7060
2021-07-01,2021,7,4,Vestuário,Vestuário,0.53,7060
2021-07-01,2021,7,5,Transportes,Transportes,1.52,7060
2021-07-01,2021,7,6,Saúde e cuidados pessoais,Saúde,-0.65,7060
2021-07-01,2021,7,7,Despesas pessoais,Pessoais,0.45,7060
2021-07-01,2021,7,8,Educação,Educação,0.18,7060
2021-07-01,2021,7,9,Comunicação,Comunicação,0.12,7060
2021-08-01,2021,8,1,Alimentação e bebidas,Alimentação,1.39,7060
2021-08-01,2021,8,2,Habitação,Habitação,0.68,7060
2021-08-01,2021,8,3,Artigos de residência,Residência,0.99,7060
2021-08-01,2021,8,4,Vestuário,Vestuário,1.02,7060
2021-08-01,2021,8,5,Transportes,Transportes,1.46,7060
2021-08-01,2021,8,6,Saúde e cuidados pessoais,Saúde,-0.04,7060
2021-08-01,2021,8,7,Despesas pessoais,Pessoais,0.64,7060
2021-08-01,2021,8,8,Educação,Educação,0.28,7060
2021-08-01,2021,8,9,Comunicação,Comunicação,0.23,7060
2021-09-01,2021,9,1,Alimentação e bebidas,Alimentação,1.02,7060
2021-09-01,2021,9,2,Habitação,Habitação,2.56,7060
2021-09-01,2021,9,3,Artigos de residência,Residência,0.9,7060
2021-09-01,2021,9,4,Vestuário,Vestuário,0.31,7060
2021-09-01,2021,9,5,Transportes,Transportes,1.82,7060
2021-09-01,2021,9,6,Saúde e cuidados pessoais,Saúde,0.39,7060
2021-09-01,2021,9,7,Despesas pessoais,Pessoais,0.56,7060
2021-09-01,2021,9,8,Educação,Educação,-0.01,7060
2021-09-01,2021,9,9,Comunicação,Comunicação,0.07,7060
2021-10-01,2021,10,1,Alimentação e bebidas,Alimentação,1.17,7060
2021-10-01,2021,10,2,Habitação,Habitação,1.04,7060
2021-10-01,2021,10,3,Artigos de residência,Residência,1.27,7060
2021-10-01,2021,10,4,Vestuário,Vestuário,1.8,7060
2021-10-01,2021,10,5,Transportes,Transportes,2.62,7060
2021-10-01,2021,10,6,Saúde e cuidados pessoais,Saúde,0.39,7060
2021-10-01,2021,10,7,Despesas pessoais,Pessoais,0.75,7060
2021-10-01,2021,10,8,Educação,Educação,0.06,7060
2021-10-01,2021,10,9,Comunicação,Comunicação,0.54,7060
2021-11-01,2021,11,1,Alimentação e bebidas,Alimentação,-0.04,7060
2021-11-01,2021,11,2,Habitação,Habitação,1.03,7060
2021-11-01,2021,11,3,Artigos de residência,Residência,1.03,7060
2021-11-01,2021,11,4,Vestuário,Vestuário,0.95,7060
2021-11-01,2021,11,5,Transportes,Transportes,3.35,7060
2021-11-01,2021,11,6,Saúde e cuidados pessoais,Saúde,-0.57,7060
2021-11-01,2021,11,7,Despesas pessoais,Pessoais,0.57,7060
2021-11-01,2021,11,8,Educação,Educação,0.02,7060
2021-11-01,2021,11,9,Comunicação,Comunicação,0.09,7060
2021-12-01,2021,12,1,Alimentação e bebidas,Alimentação,0.84,7060
2021-12-01,2021,12,2,Habitação,Habitação,0.74,7060
2021-12-01,2021,12,3,Artigos de residência,Residência,1.37,7060
2021-12-01,2021,12,4,Vestuário,Vestuário,2.06,7060
2021-12-01,2021,12,5,Transportes,Transportes,0.58,7060
2021-12-01,2021,12,6,Saúde e cuidados pessoais,Saúde,0.75,7060
2021-12-01,2021,12,7,Despesas pessoais,Pessoais,0.56,7060
2021-12-01,2021,12,8,Educação,Educação,0.05,7060
2021-12-01,2021,12,9,Comunicação,Comunicação,0.34,7060
2022-01-01,2022,1,1,Alimentação e bebidas,Alimentação,1.11,7060
2022-01-01,2022,1,2,Habitação,Habitação,0.16,7060
2022-01-01,2022,1,3,Artigos de residência,Residência,1.82,7060
2022-01-01,2022,1,4,Vestuário,Vestuário,1.07,7060
2022-01-01,2022,1,5,Transportes,Transportes,-0.11,7060
2022-01-01,2022,1,6,Saúde e cuidados pessoais,Saúde,0.36,7060
2022-01-01,2022,1,7,Despesas pessoais,Pessoais,0.78,7060
2022-01-01,2022,1,8,Educação,Educação,0.25,7060
2022-01-01,2022,1,9,Comunicação,Comunicação,1.05,7060
2022-02-01,2022,2,1,Alimentação e bebidas,Alimentação,1.28,7060
2022-02-01,2022,2,2,Habitação,Habitação,0.54,7060
2022-02-01,2022,2,3,Artigos de residência,Residência,1.76,7060
2022-02-01,2022,2,4,Vestuário,Vestuário,0.88,7060
2022-02-01,2022,2,5,Transportes,Transportes,0.46,7060
2022-02-01,2022,2,6,Saúde e cuidados pessoais,Saúde,0.47,7060
2022-02-01,2022,2,7,Despesas pessoais,Pessoais,0.64,7060
2022-02-01,2022,2,8,Educação,Educação,5.61,7060
2022-02-01,2022,2,9,Comunicação,Comunicação,0.29,7060
2022-03-01,2022,3,1,Alimentação e bebidas,Alimentação,2.42,7060
2022-03-01,2022,3,2,Habitação,Habitação,1.15,7060
2022-03-01,2022,3,3,Artigos de residência,Residência,0.57,7060
2022-03-01,2022,3,4,Vestuário,Vestuário,1.82,7060
2022-03-01,2022,3,5,Transportes,Transportes,3.02,7060
2022-03-01,2022,3,6,Saúde e cuidados pessoais,Saúde,0.88,7060
2022-03-01,2022,3,7,Despesas pessoais,Pessoais,0.59,7060
2022-03-01,2022,3,8,Educação,Educação,0.15,7060
2022-03-01,2022,3,9,Comunicação,Comunicação,-0.05,7060
2022-04-01,2022,4,1,Alimentação e bebidas,Alimentação,2.06,7060
2022-04-01,2022,4,2,Habitação,Habitação,-1.14,7060
2022-04-01,2022,4,3,Artigos de residência,Residência,1.53,7060
2022-04-01,2022,4,4,Vestuário,Vestuário,1.26,7060
2022-04-01,2022,4,5,Transportes,Transportes,1.91,7060
2022-04-01,2022,4,6,Saúde e cuidados pessoais,Saúde,1.77,7060
2022-04-01,2022,4,7,Despesas pessoais,Pessoais,0.48,7060
2022-04-01,2022,4,8,Educação,Educação,0.06,7060
2022-04-01,2022,4,9,Comunicação,Comunicação,0.08,7060
2022-05-01,2022,5,1,Alimentação e bebidas,Alimentação,0.48,7060
2022-05-01,2022,5,2,Habitação,Habitação,-1.7,7060
2022-05-01,2022,5,3,Artigos de residência,Residência,0.66,7060
2022-05-01,2022,5,4,Vestuário,Vestuário,2.11,7060
2022-05-01,2022,5,5,Transportes,Transportes,1.34,7060
2022-05-01,2022,5,6,Saúde e cuidados pessoais,Saúde,1.01,7060
2022-05-01,2022,5,7,Despesas pessoais,Pessoais,0.52,7060
2022-05-01,2022,5,8,Educação,Educação,0.04,7060
2022-05-01,2022,5,9,Comunicação,Comunicação,0.72,7060
2022-06-01,2022,6,1,Alimentação e bebidas,Alimentação,0.8,7060
2022-06-01,2022,6,2,Habitação,Habitação,0.41,7060
2022-06-01,2022,6,3,Artigos de residência,Residência,0.55,7060
2022-06-01,2022,6,4,Vestuário,Vestuário,1.67,7060
2022-06-01,2022,6,5,Transportes,Transportes,0.57,7060
2022-06-01,2022,6,6,Saúde e cuidados pessoais,Saúde,1.24,7060
2022-06-01,2022,6,7,Despesas pessoais,Pessoais,0.49,7060
2022-06-01,2022,6,8,Educação,Educação,0.09,7060
2022-06-01,2022,6,9,Comunicação,Comunicação,0.16,7060
2022-07-01,2022,7,1,Alimentação e bebidas,Alimentação,1.3,7060
2022-07-01,2022,7,2,Habitação,Habitação,-1.05,7060
2022-07-01,2022,7,3,Artigos de residência,Residência,0.12,7060
2022-07-01,2022,7,4,Vestuário,Vestuário,0.58,7060
2022-07-01,2022,7,5,Transportes,Transportes,-4.51,7060
2022-07-01,2022,7,6,Saúde e cuidados pessoais,Saúde,0.49,7060
2022-07-01,2022,7,7,Despesas pessoais,Pessoais,1.13,7060
2022-07-01,2022,7,8,Educação,Educação,0.06,7060
2022-07-01,2022,7,9,Comunicação,Comunicação,0.07,7060
2022-08-01,2022,8,1,Alimentação e bebidas,Alimentação,0.24,7060
2022-08-01,2022,8,2,Habitação,Habitação,0.1,7060
2022-08-01,2022,8,3,Artigos de residência,Residência,0.42,7060
2022-08-01,2022,8,4,Vestuário,Vestuário,1.69,7060
2022-08-01,2022,8,5,Transportes,Transportes,-3.37,7060
2022-08-01,2022,8,6,Saúde e cuidados pessoais,Saúde,1.31,7060
2022-08-01,2022,8,7,Despesas pessoais,Pessoais,0.54,7060
2022-08-01,2022,8,8,Educação,Educação,0.61,7060
2022-08-01,2022,8,9,Comunicação,Comunicação,-1.1,7060
2022-09-01,2022,9,1,Alimentação e bebidas,Alimentação,-0.51,7060
2022-09-01,2022,9,2,Habitação,Habitação,0.6,7060
2022-09-01,2022,9,3,Artigos de residência,Residência,-0.13,7060
2022-09-01,2022,9,4,Vestuário,Vestuário,1.77,7060
2022-09-01,2022,9,5,Transportes,Transportes,-1.98,7060
2022-09-01,2022,9,6,Saúde e cuidados pessoais,Saúde,0.57,7060
2022-09-01,2022,9,7,Despesas pessoais,Pessoais,0.95,7060
2022-09-01,2022,9,8,Educação,Educação,0.12,7060
2022-09-01,2022,9,9,Comunicação,Comunicação,-2.08,7060
2022-10-01,2022,10,1,Alimentação e bebidas,Alimentação,0.72,7060
2022-10-01,2022,10,2,Habitação,Habitação,0.34,7060
2022-10-01,2022,10,3,Artigos de residência,Residência,0.39,7060
2022-10-01,2022,10,4,Vestuário,Vestuário,1.22,7060
2022-10-01,2022,10,5,Transportes,Transportes,0.58,7060
2022-10-01,2022,10,6,Saúde e cuidados pessoais,Saúde,1.16,7060
2022-10-01,2022,10,7,Despesas pessoais,Pessoais,0.57,7060
2022-10-01,2022,10,8,Educação,Educação,0.18,7060
2022-10-01,2022,10,9,Comunicação,Comunicação,-0.48,7060
2022-11-01,2022,11,1,Alimentação e bebidas,Alimentação,0.53,7060
2022-11-01,2022,11,2,Habitação,Habitação,0.51,7060
2022-11-01,2022,11,3,Artigos de residência,Residência,-0.68,7060
2022-11-01,2022,11,4,Vestuário,Vestuário,1.1,7060
2022-11-01,2022,11,5,Transportes,Transportes,0.83,7060
2022-11-01,2022,11,6,Saúde e cuidados pessoais,Saúde,0.02,7060
2022-11-01,2022,11,7,Despesas pessoais,Pessoais,0.21,7060
2022-11-01,2022,11,8,Educação,Educação,0.02,7060
2022-11-01,2022,11,9,Comunicação,Comunicação,-0.14,7060
2022-12-01,2022,12,1,Alimentação e bebidas,Alimentação,0.66,7060
2022-12-01,2022,12,2,Habitação,Habitação,0.2,7060
2022-12-01,2022,12,3,Artigos de residência,Residência,0.64,7060
2022-12-01,2022,12,4,Vestuário,Vestuário,1.52,7060
2022-12-01,2022,12,5,Transportes,Transportes,0.21,7060
2022-12-01,2022,12,6,Saúde e cuidados pessoais,Saúde,1.6,7060
2022-12-01,2022,12,7,Despesas pessoais,Pessoais,0.62,7060
2022-12-01,2022,12,8,Educação,Educação,0.19,7060
2022-12-01,2022,12,9,Comunicação,Comunicação,0.5,7060
2023-01-01,2023,1,1,Alimentação e bebidas,Alimentação,0.59,7060
2023-01-01,2023,1,2,Habitação,Habitação,0.33,7060
2023-01-01,2023,1,3,Artigos de residência,Residência,0.7,7060
2023-01-01,2023,1,4,Vestuário,Vestuário,-0.27,7060
2023-01-01,2023,1,5,Transportes,Transportes,0.55,7060
2023-01-01,2023,1,6,Saúde e cuidados pessoais,Saúde,0.16,7060
2023-01-01,2023,1,7,Despesas pessoais,Pessoais,0.76,7060
2023-01-01,2023,1,8,Educação,Educação,0.36,7060
2023-01-01,2023,1,9,Comunicação,Comunicação,2.09,7060
2023-02-01,2023,2,1,Alimentação e bebidas,Alimentação,0.16,7060
2023-02-01,2023,2,2,Habitação,Habitação,0.82,7060
2023-02-01,2023,2,3,Artigos de residência,Residência,0.11,7060
2023-02-01,2023,2,4,Vestuário,Vestuário,-0.24,7060
2023-02-01,2023,2,5,Transportes,Transportes,0.37,7060
2023-02-01,2023,2,6,Saúde e cuidados pessoais,Saúde,1.26,7060
2023-02-01,2023,2,7,Despesas pessoais,Pessoais,0.44,7060
2023-02-01,2023,2,8,Educação,Educação,6.28,7060
2023-02-01,2023,2,9,Comunicação,Comunicação,0.98,7060
2023-03-01,2023,3,1,Alimentação e bebidas,Alimentação,0.05,7060
2023-03-01,2023,3,2,Habitação,Habitação,0.57,7060
2023-03-01,2023,3,3,Artigos de residência,Residência,-0.27,7060
2023-03-01,2023,3,4,Vestuário,Vestuário,0.31,7060
2023-03-01,2023,3,5,Transportes,Transportes,2.11,7060
2023-03-01,2023,3,6,Saúde e cuidados pessoais,Saúde,0.82,7060
2023-03-01,2023,3,7,Despesas pessoais,Pessoais,0.38,7060
2023-03-01,2023,3,8,Educação,Educação,0.1,7060
2023-03-01,2023,3,9,Comunicação,Comunicação,0.5,7060
2023-04-01,2023,4,1,Alimentação e bebidas,Alimentação,0.71,7060
2023-04-01,2023,4,2,Habitação,Habitação,0.48,7060
2023-04-01,2023,4,3,Artigos de residência,Residência,0.17,7060
2023-04-01,2023,4,4,Vestuário,Vestuário,0.79,7060
2023-04-01,2023,4,5,Transportes,Transportes,0.56,7060
2023-04-01,2023,4,6,Saúde e cuidados pessoais,Saúde,1.49,7060
2023-04-01,2023,4,7,Despesas pessoais,Pessoais,0.18,7060
2023-04-01,2023,4,8,Educação,Educação,0.09,7060
2023-04-01,2023,4,9,Comunicação,Comunicação,0.08,7060
2023-05-01,2023,5,1,Alimentação e bebidas,Alimentação,0.16,7060
2023-05-01,2023,5,2,Habitação,Habitação,0.67,7060
2023-05-01,2023,5,3,Artigos de residência,Residência,-0.23,7060
2023-05-01,2023,5,4,Vestuário,Vestuário,0.47,7060
2023-05-01,2023,5,5,Transportes,Transportes,-0.57,7060
